link,type_of_food,title,description,author_name,cook_time,num_of_people,calories,num_of_ingredients,ingredients,step,note,post_date
https://vnexpress.net/doi-song-cooking-trung-vit-lon-nuong-muoi-ot-4547679.html,,Cách làm trứng vịt lộn nướng muối ớt,"Trứng vịt lộn mềm ngọt, vị chua cay mặn hài hòa, quyện với mỡ hành béo thơm, đậu phộng bùi bùi, rau răm dậy mùi thơm. Đây là món ăn vặt nổi tiếng ở Sài Gòn, được nhiều bạn trẻ yêu thích.",Bùi Thủy,30 phút,4-5 người,1.483 kcal,8,"['8 quả trứng vịt lộn', 'Nước dừa tươi (tùy chọn)', '4 tép tỏi', '4 - 5 trái tắc (quất)', '2 củ hành khô', '2 quả ớt sừng', 'Gia vị: Mắm, muối, đường, tương ớt, hạt nêm, ớt bột (tùy chọn)', 'Ăn kèm: Rau răm, hành lá, đậu phộng rang, hành phi']",[],[],"Thứ ba, 13/12/2022, 18:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-muc-chien-nuoc-mam-4546892.html,,"Cách làm mực chiên nước mắm giòn dai, đậm vị","Thịt mực dai mềm, đậm vị mặn ngọt cay. Món này ăn chơi, lai rai cùng bạn bè xem bóng đá hoặc ăn với cơm trắng đều ngon.",Bùi Thủy,45 phút,4 - 5 người,1.726 kcal,9,"['500 gr mực trứng', '2 quả ớt sừng', '1 củ hành tây', '1 củ tỏi', '1 nắm hành lá', 'Rau sống ăn kèm (tùy chọn)', 'Gia vị: Mắm, muối, đường, tương ớt, hạt nêm, hạt tiêu', 'Dầu ăn', 'Rượu, gừng sơ chế mực']",[],[],"Chủ nhật, 11/12/2022, 17:24 (GMT+7)"
https://vnexpress.net/doi-song-cooking-long-non-doi-sun-4546649.html,Món ngon hàng ngày,Cách làm lòng non dồi sụn cổ vũ bóng đá thêm rực lửa,"Lòng sụn vỏ giòn dai, nhân mềm hài hòa nhiều vị: sần sật của sụn non, giòn giòn từ cuống họng, beo béo từ mỡ phần, bùi bùi của đậu xanh, rau thơm. Món này ăn nóng cùng bè bạn tề tựu mùa bóng đá rất hấp dẫn.",Bùi Thủy,55 phút,4-6 người,2.123 kcal,11,"['200 - 250 gr lòng non', '200 gr sụn non', '200 gr thịt vai sấn', '200 gr cuống họng (càng giòn, ngon)', '100 gr mỡ phần', '30 gr đỗ xanh cà vỏ', 'Rau gia vị: Rau húng, rau răm, hành lá, mùi tàu...', 'Gia vị: Mắm, muối, hạt nêm, hạt tiêu, hành khô, ớt', 'Dầu màu điều', 'Chanh, muối hạt sơ chế lòng', 'Chai nhựa nhỏ hoặc phễu để nhồi lòng']",[],[],"Thứ bảy, 10/12/2022, 19:54 (GMT+7)"
https://vnexpress.net/doi-song-cooking-luon-om-chuoi-dau-4545372.html,,Cách làm lươn om chuối đậu nóng hổi ngày đông,"Thịt lươn mềm ngon, thịt ba chỉ béo ngậy, đậu phụ bùi bùi, nước vàng mơ sóng sánh. Món này thích hợp ăn nóng cùng cơm trắng, bún nhất là vào tiết trời lạnh.",Bùi Thủy,40 phút,4-5 người,2.075 kcal,11,"['500 gr lươn đồng', '200 gr thịt ba chỉ', '50 gr bì lợn (tùy chọn)', '6 quả chuối xanh', '4 miếng đậu phụ', '4 củ hành khô', '4 tép tỏi', '1 nhánh nghệ tươi', 'Rau thơm: lá lốt, tía tô, hành lá', 'Gia vị: Mắm, muối, mẻ, mắm tôm, hạt nêm, ớt', 'Dầu ăn']",[],[],"Thứ tư, 7/12/2022, 19:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-duoi-heo-nau-rua-man-4544774.html,Món ngon hàng ngày,Cách làm món đuôi heo nấu rựa mận,"Tiết trời trở lạnh, một bát rựa mận từ thịt heo nóng hổi với thịt mềm, đậm đà hương vị nồng nàn làm cho không khí cổ vũ bóng đá sôi động, ấm áp hơn.",Bùi Thủy,55 phút,5-6 người,1.578 kcal,7,"['2 cái đuôi heo (khoảng 350 gr)', '500 gr thịt chân giò (đã lọc xương)', '1 nhánh riềng', '2 - 3 cây sả', '1 bát tiết heo', 'Gia vị: Mắm tôm, mẻ, nước mắm, hạt nêm, hạt tiêu, rượu trắng, tương bần, đường (tùy chọn), ớt', 'Rau ăn kèm: húng quế, lá mơ, mùi tàu...']",[],[],"Thứ ba, 6/12/2022, 18:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-chim-cau-bam-xuc-phong-tom-4543309.html,,Cách làm chim câu bằm xúc phồng tôm,"Thịt chim câu sần sật, đậm vị xào cùng hành răm dậy mùi thơm, ăn cùng phồng tôm giòn rụm. Đây là món ăn đắt hàng mùa bóng.",Bùi Thủy,45 phút,4-5 người,1.259 kcal,12,"['2 con chim bồ câu ra ràng', '1 gói phồng tôm', '4 củ hành khô', '3 tép tỏi', '1 quả ớt sừng', '1 bó rau răm', '1 bó hành lá', '1/2 củ hành tây (tùy chọn)', 'Gia vị: Mắm, muối, dầu hào, hạt nêm, hạt tiêu', 'Dầu ăn', 'Lạc rang giã dập, hành phi, ớt chỉ thiên (tùy chọn nếu thích ăn cay)', 'Rượu, gừng để sơ chế']",[],[],"Thứ sáu, 2/12/2022, 18:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-canh-ga-nuong-mat-ong-4540139.html,Món ngon hàng ngày,"Cánh gà nướng mật ong da giòn, vàng óng","Cánh gà bên ngoài da giòn, bên trong thịt mềm ngọt mà không bị khô, vị mặn ngọt đậm đà.",Bùi Thủy,50 phút,4-5 người,1.472 kcal,7,"['600 gr cánh gà', '30 ml mật ong', '1 nhánh gừng', '1 củ tỏi', 'Gia vị: Dầu hào, nước tương, tương ớt, hạt nêm, hạt tiêu, ớt bột (tùy chọn)', 'Dầu mè, dầu màu điều (tùy chọn)', 'Sơ chế: Muối, giấm (hoặc chanh)']",[],[],"Thứ sáu, 25/11/2022, 18:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-oc-buou-nuong-tieu-xanh-4539146.html,Món ngon hàng ngày,Ốc bươu nướng tiêu xanh cho mùa World Cup 2022,"Thịt ốc giòn dai quyện với vị the cay từ hạt tiêu xanh cùng vị mặn ngọt chua hài hòa, kích thích vị giác, làm không khí xem World Cup 2022 thêm sôi động.",Bùi Thủy,30 phút,4-5 người,1.057 kcal,7,"['1 kg ốc bươu đen (ốc nhồi, ốc bươu ta)', '4 nhánh hạt tiêu xanh', 'Hành khô, tỏi', 'Gia vị: Dầu hào, nước mắm, tương ớt, đường, hạt nêm, hạt tiêu, ớt', 'Mỡ lợn hoặc dầu màu điều', 'Ăn kèm: Rau răm, lá xoài non, lá lốt (tùy chọn)', 'Sả, gừng, lá chanh, nước vo gạo để sơ chế ốc']",[],[],"Thứ ba, 22/11/2022, 17:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-luon-xao-sa-ot-4536815.html,Món ngon hàng ngày,"Cách làm lươn xào sả ớt thơm ngon, đậm đà","Món ăn hấp dẫn bởi sắc, hương và vị với thịt lươn săn đậm đà, dậy mùi thơm của sả, chút the cay từ ớt, lá lốt, hành hoa.",Bùi Thủy,40 phút,4-5 người,1.823 kcal,11,"['600 gr lươn đồng', '4 nhánh sả', '2 quả ớt sừng', '1 củ tỏi', '1 nhánh nghệ nhỏ', '1 nhánh gừng', '1 nắm hành tăm hoặc hành khô', 'Gia vị: Mắm, muối, hạt nêm, hạt tiêu, ớt', 'Rau gia vị: Hành hoa, lá lốt (hoặc rau răm), rau ngổ', 'Chanh, muối hạt sơ chế lươn', 'Dầu ăn']",[],[],"Thứ tư, 16/11/2022, 18:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-ca-bong-kho-tuong-4536424.html,,Cách làm cá bống kho tương hao cơm ngày lạnh,"Thịt cá săn đậm vị, thơm mùi tương bần đặc trưng. Nước kho sánh màu nâu đỏ, chấm cùng rau luộc, trở thành món ăn bình dân nhưng không thể quên với nhiều thế hệ.",Bùi Thủy,120 phút,6-8 người,1.245 kcal,7,"['600 gr cá bống', '100 gr tóp mỡ (hoặc thịt ba chỉ)', '1 chén (bát nhỏ) nước tương', '1 nhánh riềng', '1 củ gừng', 'Hành khô', 'Gia vị: Muối, đường, nước hàng, hạt nêm, hạt tiêu, ớt khô']",[],[],"Thứ ba, 15/11/2022, 19:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-canh-bun-ca-4535424.html,,Cách nấu canh bún cá - món cổ ngon của người Hà Nội,"Thịt cá mềm ngọt vị tự nhiên nguyên bản, tóp mỡ giòn rụm, rau xanh non, nước dùng thanh trong. Đây là món ăn của người Hà thành xưa",Bùi Thủy,55 phút,4-6 người,1.720 kcal,10,"['1 con cá quả khoảng 1 kg', '800 gr xương hom lợn', '5 - 6 củ hành khô', '1 nhánh gừng', '1 nắm thì là', '1 nắm hành lá', 'Gia vị: Mắm, muối, mì chính, hạt tiêu, ớt', 'Rau theo mùa: Rau cần, cải cúc hoặc rau rút (tùy chọn)', 'Ăn kèm: Tóp mỡ, hành phi, ớt chưng', 'Bún tươi']",[],[],"Chủ nhật, 13/11/2022, 17:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-canh-cai-cuc-thit-bam-4534981.html,Món ngon hàng ngày,Cách nấu canh cải cúc thịt băm đơn giản ngon miệng,"Bát canh nóng hổi, rau cải cúc chín tới vừa giòn vừa mềm xanh, nước canh ngọt, thịt mềm, thoảng mùi cải cúc đặc trưng. Đây là món canh phổ biến vào mùa đông được nhiều người yêu thích.",Bùi Thủy,15 phút,4-5 người,649 kcal,5,"['2 bó rau cải cúc', '150 gr thịt vai xay', '2 củ hành khô', 'Gia vị: Mắm, muối, hạt nêm, hạt tiêu', 'Dầu ăn']",[],[],"Thứ sáu, 11/11/2022, 18:49 (GMT+7)"
https://vnexpress.net/doi-song-cooking-mien-luon-nuoc-4534468.html,Món ngon hàng ngày,Cách làm miến lươn nước giòn ấm nồng ngày đông,"Lươn nguyên miếng màu nâu sậm giòn rụm, nước dùng trong, có vị ngọt thanh, sợi miến dai mềm. Một bát miến lươn nóng hổi phù hợp cho tiết se lạnh.",Bùi Thủy,55 phút,4-5 người,2.025 kcal,12,"['800 gr lươn', '800 gr xương heo (hoặc xương gà)', '1 bó miến dong', '100 gr giá đỗ', '1 nhánh gừng', '1 củ hành tây', '1 nắm hành tăm hoặc hành khô', 'Bột chiên giòn', 'Gia vị: Mắm, muối, hạt nêm, hạt tiêu, bột nghệ, ớt', 'Rau gia vị: Rau răm, hành lá, rau mùi', 'Dầu ăn', 'Ăn kèm: Hành phi, ớt chưng']",[],[],"Thứ năm, 10/11/2022, 19:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-tep-dong-rang-ba-chi-4533955.html,Món ngon hàng ngày,Cách làm tép đồng rang ba chỉ,"Với nguyên liệu và cách làm đơn giản, món tép đồng rang giòn ngon quyện với thịt ba chỉ béo ngậy giúp thực đơn cơm chiều thêm phong phú.",Bùi Thủy,30 phút,4-5 người,871 kcal,5,"['300 gr tép đồng', '200 gr thịt ba chỉ', '4 củ hành khô', '3 lá chanh', 'Gia vị: Mắm, muối, đường, hạt nêm, hạt tiêu, ớt (tùy chọn)']",[],[],"Thứ tư, 9/11/2022, 18:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-thit-dai-lon-nuong-4532534.html,,Cách làm thịt dải lợn nướng,"Thịt chín vàng đều các mặt, hài hòa vị mặn ngọt, không bị khô, dậy mùi thơm của hạt tiêu, hạt dổi, mắc khén. Món này nhâm nhi hay ăn chơi đều ngon.",Bùi Thủy,50 phút,4-5 người,1.520 kcal,6,"['800 gr thịt dải lợn', '4 tép tỏi', '2 củ hành khô', '1 quả ớt', 'Gia vị: Mắm, muối, hạt nêm, tương ớt, sữa đặc, dầu hào, đường, mật ong, hạt tiêu, ớt bột, hạt dổi, hạt mắc khén (tùy chọn)', 'Vừng rang']",[],[],"Thứ bảy, 5/11/2022, 17:34 (GMT+7)"
https://vnexpress.net/doi-song-cooking-canh-ca-rau-can-4530720.html,Món ngon hàng ngày,Cách nấu canh cá rau cần chuẩn vị Bắc,"Một bát canh nóng hổi, thịt cá ngọt, rau cần chín tái giòn ngon, nước canh chua nhẹ giúp lấy lại năng lượng và xua tan cái lạnh đầu đông.",Bùi Thủy,45 phút,4-6 người,1.151 kcal,9,"['1 đầu cá trắm (350 - 400 gr)', '4 quả cà chua', '1 bó rau cần nước', '1 bó thì là', '1 bó hành lá', '4 củ hành khô', 'Tạo vị chua bằng khế, dọc hoặc thanh trà...', 'Gia vị: Mắm, muối, hạt nêm, hạt tiêu, ớt', 'Dầu ăn']",[],[],"Thứ ba, 1/11/2022, 18:31 (GMT+7)"
https://vnexpress.net/doi-song-cooking-cach-lam-xoi-ca-ro-dong-4529847.html,Món ngon hàng ngày,Cách làm xôi cá rô đồng - món ngon dân dã Nam Định,"Xôi dẻo thơm mùi lúa mới, kết hợp thịt cá rô đồng ngọt mềm mà vẫn giữ chút dai dai, dậy mùi thơm của hành phi, rắc chút hạt tiêu cay ấm làm nên món đặc sản đất Thành Nam.",Bùi Thủy,50 phút,6-9 người,2.417 kcal,6,"['1 kg gạo nếp cái hoa vàng', '500 gr cá rô đồng', 'Gia vị: Mắm, muối, hạt nêm, hạt tiêu', 'Mỡ gà, dầu màu điều', 'Muối hạt, chanh, gừng, hành khô sơ chế cá', 'Hành phi ăn kèm (tùy chọn)']",[],[],"Chủ nhật, 30/10/2022, 17:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-canh-ca-doc-mung-4529556.html,Món ngon hàng ngày,Nấu canh cá dọc mùng ấm ngày se lạnh,"Canh nóng hổi, thịt đầu cá mềm ngọt, dọc mùng sần sật, nước canh hài hòa vị chua cay. Món này ăn cùng cơm trắng hay bún đều ngon, nhất là trong thời tiết se lạnh.",Bùi Thủy,45 phút,4-6 người,1.170 kcal,8,"['1 đầu cá trắm (400 gr)', '4 quả cà chua', '1 mớ thì là', '1 mớ hành lá', '4 - 5 củ hành khô', '2 quả dọc (hoặc dùng tai chua, sấu... tùy chọn)', '1 nhánh nghệ nhỏ (tùy chọn)', 'Gia vị: Mắm, muối, hạt nêm, hạt tiêu, ớt']",[],[],"Thứ bảy, 29/10/2022, 17:45 (GMT+7)"
https://vnexpress.net/doi-song-cooking-long-xao-nghe-4527280.html,Món ngon hàng ngày,"Cách làm món lòng xào nghệ chuẩn vị, giòn dai, thơm ngon khó cưỡng","Lòng giòn dai, có chút béo ngậy quyện vị hơi hăng của nghệ, vị the cay từ ớt, vị ngọt từ hành tây kích thích vị giác. Món ăn này tốt cho dạ dày và hỗ trợ chữa ho tốt vào ngày đông.",Bùi Thủy,35 phút,4-6 người,1.080 kcal,7,"['500 gr lòng già', '2 củ nghệ', '1 bó hành lá hoặc hẹ tươi', 'Tỏi, hành khô', '1 quả ớt chuông (tùy chọn)', 'Gia vị: Nước mắm, muối, hạt nêm, hạt tiêu, ớt bột (tùy chọn)', 'Dầu ăn']",[],[],"Thứ hai, 24/10/2022, 18:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-muc-xao-can-toi-tay-4526662.html,Món ngon hàng ngày,Mực xào cần tỏi tây chỉ 15 phút,"Đĩa mực xào cần tỏi tây nóng hổi, khô ráo, dậy mùi thơm và màu sắc bắt mắt. Mực chín tới giữ độ giòn dai sần sật, ngọt tự nhiên.",Bùi Thủy,15 phút,4-5 người,840 kcal,9,"['2 con mực tươi (500 gr)', '1 nắm cần tây', '1 nắm tỏi tây', '1 củ hành tây', '1/2 củ cà rốt', '4 tép tỏi', 'Hành lá, ớt sừng (tùy chọn)', 'Gia vị: Mắm, muối, hạt nêm, hạt tiêu', 'Gừng, giấm sơ chế khử tanh']",[],[],"Thứ bảy, 22/10/2022, 19:33 (GMT+7)"
https://vnexpress.net/doi-song-cooking-cu-nieng-xao-thit-bo-4526289.html,,Niễng xào thịt bò - đặc sản ''trời ban'' vào đông,"Niễng xào chín tới giòn ngọt, thịt bò mềm ngon ăn cùng cơm gạo mới tháng mười thì 'nồi bảy quăng ra, nồi ba quăng vào'. Ai một lần thưởng thức đều nhớ mãi đặc sản Nam Định.",Bùi Thủy,25 phút,4-6 người,735 kcal,6,"['2 bó niễng (20 củ)', '200 gr thịt bò', '4 tép tỏi', '1 nắm hành lá', 'Gia vị: Mắm, muối, hạt nêm, hạt tiêu', 'Dầu ăn']",[],[],"Thứ sáu, 21/10/2022, 17:30 (GMT+7)"
https://vnexpress.net/doi-song-cooking-ca-ro-dong-kho-khe-4525821.html,Món ngon hàng ngày,Cách làm cá rô đồng kho khế - món ngon đồng quê,"Thịt cá săn chắc, đậm vị chua mặn ngọt cay. Nước kho màu nâu vàng, chấm cùng rau muống luộc mùa mưa thì sơn hào hải vị cũng chẳng bằng.",Bùi Thủy,120 phút,6-8 người,1.601 kcal,8,"['800 gr cá rô đồng', '100 gr thịt ba chỉ', '2 - 3 quả khế chua', '1 củ nghệ tươi', '1 nhánh riềng', '1 củ gừng', '1 nắm hành tăm (hoặc hành khô)', 'Gia vị: Mắm, muối, đường, hạt nêm, hạt tiêu, ớt khô']",[],[],"Thứ năm, 20/10/2022, 17:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-tim-heo-xao-chua-ngot-4524852.html,Món ngon hàng ngày,Cách làm tim heo xào chua ngọt,"Món ăn nóng hổi, tim dai giòn sần sật, rau củ quả chín tới ngọt mát. Món này ăn chơi hay ăn cùng cơm đều hợp.",Bùi Thủy,35 phút,4-5 người,883 kcal,9,"['1/2 quả tim heo (khoảng 350 gr)', '1 củ hành tây', '1/2 quả dứa (thơm)', '1/2 quả ớt chuông xanh', '1/2 quả ớt chuông đỏ', '1 nắm hành lá', 'Hành khô, tỏi, ớt (tùy chọn)', 'Gia vị: Mắm, muối, dầu hào, đường, hạt nêm, hạt tiêu', 'Dầu ăn']",[],[],"Thứ ba, 18/10/2022, 18:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-canh-cu-san-nau-ca-qua-4524562.html,Món ngon hàng ngày,Cách làm canh củ sắn nấu cá quả - món cổ của người Hà Nội,"Nước canh ngọt thanh, cá giữ nguyên miếng trắng ngần, sắn dẻo bùi, dậy mùi thơm của thì là. Đây là món ăn của người Hà Nội xưa vào mùa thu đông.",Bùi Thủy,40 phút,4-6 người,1.115 kcal,7,"['1 con cá quả (600 - 700 gr)', '300 gr sắn (khoai mỳ)', '4 - 5 củ hành khô', '1 bó thì là', '1 nắm hành lá', 'Gia vị: Mắm, muối, mì chính, ớt (tùy chọn)', 'Gừng, chanh, muối hạt để sơ chế cá']",[],[],"Thứ hai, 17/10/2022, 18:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-canh-thit-bo-thuon-hanh-ram-4524096.html,Món ngon hàng ngày,Cách làm bò thuôn hành răm món 'quốc dân' đậm vị Hà Nội,"Thịt bò mềm ngọt, nước canh chua dịu, dậy mùi thơm của hành răm, ăn cùng cơm trắng hay bún, là món ăn được yêu thích của người Hà Nội xưa.",Bùi Thủy,20 phút,4-6 người,820 kcal,7,"['200 gr thịt bò', '4 quả cà chua', '4 quả sấu', '3 tép tỏi', 'Hành lá, rau răm', 'Gia vị: Mắm, hạt nêm, hạt tiêu, ớt (tùy chọn)', 'Dầu ăn']",[],[],"Chủ nhật, 16/10/2022, 17:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-ca-kho-tram-xanh-4522612.html,,Cá kho trám xanh - thức quà mùa thu,"Thịt cá thẩm thấu vị chua nhẹ từ trám, chút ngầy ngậy từ thịt, còn từng miếng trám bùi dẻo, đượm vị ngọt ngon từ cá và tương nếp.",Bùi Thủy,120 phút,5-6 người,1.691 kcal,10,"['800 gr cá trắm hoặc cá quả', '400 gr trám xanh', '150 gr thịt ba chỉ', '1/2 chén tương nếp', '1/2 chén mật mía', '4 củ hành khô', '1 nhánh riềng bánh tẻ (không non, không già)', '1 củ gừng', 'Gia vị: Muối hạt, nước mắm cốt, mì chính, hạt tiêu, ớt', 'Chanh và muối hạt sơ chế cá']",[],[],"Thứ tư, 12/10/2022, 18:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-bo-sot-tieu-den-4521028.html,Món ngon hàng ngày,Cách làm bò sốt tiêu đen ngon như nhà hàng,"Thịt bò mềm, nước sốt hơi sánh, màu nâu đậm đặc trưng, vị mặn ngọt hài hòa, đặc biệt dậy mùi thơm và chút the cay từ hạt tiêu đen. Món này ăn cùng bánh bao chiên rất ngon.",Bùi Thủy,40 phút,4-5 người,1.196 kcal,8,"['300 gr thăn bò', '20 gr hạt tiêu', '1 củ tỏi', '1 củ hành tây', 'Gia vị: Dầu hào, xì dầu, đường, hạt nêm', 'Hành lá, rau mùi (tùy chọn)', 'Bơ, dầu ăn, chút bột năng', 'Bánh bao chay']",[],[],"Chủ nhật, 9/10/2022, 18:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-cach-lam-xiu-mai-4517845.html,,Cách làm xíu mại ăn bánh mì ngon,"Xíu mại mềm, vị ngọt tự nhiên từ thịt quyện lẫn củ quả, nước sốt sánh màu au đỏ hấp dẫn, ăn cùng bánh mì giòn là bữa ăn sáng đủ chất, được nhiều người yêu thích.",Bùi Thủy,45 phút,4-6 người,1.320 kcal,10,"['400 gr thịt heo xay', '100 gr mỡ lợn', '4 quả cà chua', '1 củ đậu (củ sắn miền Nam)', '1 cái bánh mì', '1 củ hành tây', '1 lòng đỏ trứng gà', 'Rau gia vị: Hành lá, rau mùi (ngò rí)', 'Gia vị: Mắm, muối, đường, dầu hào, hạt nêm, tương cà, tương ớt, hành, tỏi', 'Bột năng hoặc bột bắp']",[],[],"Thứ bảy, 1/10/2022, 17:33 (GMT+7)"
https://vnexpress.net/doi-song-cooking-bo-kho-kieu-mien-nam-4517663.html,,Cách làm bò kho kiểu Việt Nam,"Thịt bò giữ nguyên miếng, có vị béo ngậy từ mỡ và chút giòn từ gân, nước sốt sóng sánh đẹp mắt, dậy mùi thơm hấp dẫn từ quế, hồi, sả. Món này ăn cùng cơm trắng, bánh mì, bún rất ngon.",Bùi Thủy,60 phút,4-6 người,3.077 kcal,11,"['1 kg thịt nạm bò (hoặc bắp bò, gân bò...)', '2 củ cà rốt', '1 quả dừa tươi lấy nước', '1 củ hành tây', '1 gói gia vị bò kho', '30 ml rượu mai quế lộ (tùy chọn)', 'Tỏi, gừng, sả', 'Gia vị: Nước tương, muối, đường phèn, hạt nêm, tương ớt, tương cà, hoa hồi, quế', 'Rau thơm: ngò gai, húng quế, ngò rí', 'Dầu màu điều', 'Bột bắp hoặc bột sắn dây tạo độ sánh (tùy chọn)']",[],[],"Thứ sáu, 30/9/2022, 18:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-bo-xao-sa-ot-4517310.html,Món ngon hàng ngày,Cách làm bò xào sả ớt mềm ngon chỉ trong 15 phút,"Thịt bò chín tới mềm ngọt tự nhiên, không bị khô, quyện vị the cay từ ớt, dậy mùi thơm từ sả rất hấp dẫn. Một món ăn đơn giản lại ngon miệng mà thời gian chế biến chỉ trong 15 phút.",Bùi Thủy,15 phút,4-5 người,860 kcal,8,"['400 gr thịt bò thăn', '4 tép tỏi', '2 nhánh sả', '1 nhánh gừng nhỏ', '1 nắm hành lá (tùy chọn)', '1/2 thìa cà phê bột năng', 'Gia vị: Dầu hào, nước mắm, hạt nêm, hạt tiêu, ớt', 'Dầu ăn']",[],[],"Thứ năm, 29/9/2022, 17:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-ca-ro-phi-nuong-rieng-sa-4516781.html,Món ngon hàng ngày,Cách làm cá rô phi nướng riềng sả,"Cá nướng da giòn dai, thịt bên trong mềm ngọt, không bị khô, dậy mùi thơm của sả, riềng cộng chút the cay từ ớt.",Bùi Thủy,60 phút,4-6 người,1.715 kcal,11,"['1 con cá rô phi khoảng 1kg (có thể thay bằng cá diêu hồng, cá chim, cá quả...)', '1 nhánh riềng bánh tẻ', '1 củ nghệ', '2 củ sả', '2 quả ớt', '4 củ hành tím', '4 tép tỏi', 'Gia vị: Mắm, muối, đường, dầu hào, hạt nêm, mẻ, hạt tiêu', 'Ăn kèm: Bún và các rau củ quả (tùy chọn)', 'Dầu màu điều (tùy chọn)', 'Rau gia vị: Hành lá, thì là']",[],[],"Thứ tư, 28/9/2022, 19:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-ca-phao-ram-thit-ba-chi-la-lot-4516363.html,Món ngon hàng ngày,"Cách làm món cà pháo ram thịt ba chỉ, lá lốt","Thịt ba rọi xém cạnh đậm vị quyện với cà pháo vị chua ngọt hài hòa, dậy mùi thơm của lá lốt kích thích vị giác. Món ăn bình dân này làm thực đơn ngày thu ngon miệng.",Bùi Thủy,30 phút,4-5 người,680 kcal,6,"['200 gr thịt ba rọi', '1 bát cà pháo muối chua', '1 bó lá lốt', 'Hành, tỏi', 'Gia vị: Mắm, muối, hạt nêm, đường, ớt (tùy chọn)', 'Dầu ăn']",[],[],"Thứ ba, 27/9/2022, 19:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-ca-kho-cu-cai-trang-4515525.html,,Cách làm cá kho củ cải đưa cơm,"Cá săn chắc đậm vị, củ cải mềm thấm đượm vị ngọt từ cá, ăn cùng cơm trắng rất hao.",Bùi Thủy,240 phút,6-8 người,1.945 kcal,10,"['800 gr cá (trắm đen hoặc cá quả)', '150 gr thịt ba chỉ', '2 củ cải trắng', '1 nhánh riềng', '1 nhánh gừng', '2 củ sả', '4 củ hành khô', '4 - 6 quả ớt khô', 'Gia vị: Mắm, muối, đường, hạt nêm, hạt tiêu, nước hàng.', 'Dầu ăn/hoặc mỡ lợn']",[],[],"Chủ nhật, 25/9/2022, 17:48 (GMT+7)"
https://vnexpress.net/doi-song-cooking-xoi-tram-4514195.html,Món ngon hàng ngày,Cách nấu xôi trám - thức quà mùa thu,"Xôi trám màu hồng tím căng mẩy, hương thơm tỏa ra nồng nàn, quyện vị bùi béo từ trám đen, chấm với muối vừng gây thương nhớ cho bao người mỗi độ thu sang.",Bùi Thủy,50 phút,6-8 người,3.417 kcal,7,"['800 gr gạo nếp cái hoa vàng', '300 gr trám đen', '100 gr thịt sấn vai xay (tùy chọn)', '3 củ hành khô', 'Gia vị: Mắm, muối, hạt nêm, hạt tiêu', 'Ăn kèm (tùy chọn): Muối vừng, hành phi, lạp xưởng, ruốc...', 'Mỡ gà (hoặc mỡ lợn)']",[],[],"Thứ tư, 21/9/2022, 18:53 (GMT+7)"
https://vnexpress.net/doi-song-cooking-oc-xao-khe-la-gung-4513658.html,Món ngon hàng ngày,Cách làm ốc xào khế lá gừng - thức quà mùa thu Hà Nội,"Ốc béo giòn quyện vị chua nhẹ từ khế, thoảng mùi thơm ngọt thanh từ lá gừng là món quà trong tiết Thu sang của ẩm thực Hà Nội.",Bùi Thủy,40 phút,4 người,994 kcal,8,"['1,5 kg ốc nhồi', '2 - 3 quả khế chua', '2 củ hành khô', '1 nhánh nghệ tươi', '1 nắm lá gừng non', '1 nắm hành lá (tùy chọn)', 'Gia vị: Mắm, muối, hạt nêm, hạt tiêu, ớt', 'Mỡ lợn (hoặc dầu ăn)']",[],[],"Thứ ba, 20/9/2022, 17:00 (GMT+7)"
